year,DAVY6b,DAVY4b,DAVY3b,DAVY2b,DAVY1b,HBR1b,HBR2b,HBR3b,HBR4b,HBR5b,HBR6b,HF1115b,HF1130b,HF1215b,HF1230b,HF1Rb,HF1315b,HF110b,HF1330b,HF130b,HDF2315,HF2Rb,HF210b,HDF220b,HDF230b,HF2130b,HF2330a,HS1130b,HS1230b,HS130b,HS1330b,HS120b,HS1215b,HS1315b,HS1Rb,HS110b,HS2330b,HS2Rb,HS2230b,HS2215b,HS230b,HS220b,HS210b,HS2315b,LBR1b,LBR2b,LBR3b,LBR4b,LBR5b,LF110b,LF1315b,LF1130b,LF120a,LF1230b,LF1Ra,LF130a,LF1215b,LF1115b,LF2130b,LF210b,LF2115b,LF220b,LF2215b,LF2230b,LF2Rb,LF230a,LF2330a,LF2315b,LF3Rb,LF3330a,LF3315a,LF330a,LDF320A,LF3230a,LF3215a,LF3115a,LF3130b,LS1115B,LS130A,LS120A,LS1215a,LDS1T1A,LS1330b,LS1R,LS1230a,LS2215a,LS2RA,LS2130a,LS2315a,LS320a,LS310b,LS3115a,LS3130a,LS3215a,LS3230A,LS330b,MF1215a,MF1230a,MDF110a,MF1Ra,MF120a,MF1330a,MF1115a,MF130a,MF1315a,MF1130a,MF220a,MF2215a,MF230a,MF210b,MF2230a,MF2315a,MF2130a,MF2115a,MF2330a,MF320a,MF3215a,MF3315a,MF330a,MF310a,MF3Ra,MF3330a,MF3130a,MF3115a,MF3230a,MF4115a,MF4Ra,MF4315b,MF410a,MF4130a,MF4215a,MD420C,MD430c,MS1130a,MS130a,MS1230a,MS1115b,MS110a,MS1Ra,MS1215a,MS120b,MS1315b,1330A,MS2130a,MS210a,MS2215b,MS230b,MS220a,MS2315c,MS23b
1978,0.613,0.397,0.3935,0.6045,0.809,0.5985,1.0575,0.7255,0.708,0.8915,1.4495,1.155,0.497,0.917,0.4565,0.8335,0.8055,0.431,0.3475,0.348,1.131,0.7085,0.57,0.4045,0.3325,0.722,0.4595,0.33,0.2055,0.3315,0.3935,0.332,0.2215,0.236,0.4225,0.4655,0.7285,0.603,1.0115,0.457,0.378,0.491,0.762,0.55,0.2685,1.1885,0.4565,1.207,0.425,0.155,0.1655,0.27,1.568,1.429,0.698,1.691,1.5615,,0.455,0.5385,1.078,1.4525,1.478,1.0375,,,0.789,0.5215,0.695,,1.1505,0.9655,,0.603,1.477,2.659,,0.9195,0.7315,0.465,0.423,1.846,0.441,1.385,0.2095,0.413,0.793,1.522,0.566,0.2495,1.0475,0.735,,1.646,0.319,0.899,0.7115,0.834,0.3485,0.5065,0.6345,0.7175,1.7035,0.7615,0.675,0.9095,1.039,0.5705,0.603,0.9035,0.1945,1.496,1.4075,1.633,0.518,0.523,0.3755,0.7965,0.9855,1.228,0.509,1.156,1.7145,0.333,0.6985,0.4265,0.374,0.596,0.481,0.5565,0.433,0.628,0.519,0.92,0.51,0.696,0.533,0.8405,0.986,1.097,0.549,0.243,0.349,0.853,0.473,0.92,0.3595,0.6175,0.95,0.762
1979,0.401,0.4,0.237,0.43,0.602,0.434,0.589,0.689,0.6995,0.876,0.693,1.123,0.436,0.9485,0.427,0.535,0.713,0.32,0.334,0.2625,0.8975,0.6155,0.538,0.3945,0.2135,0.762,0.3015,0.36,0.284,0.381,0.4875,0.3945,0.4115,0.2845,0.6485,0.7435,0.586,0.587,0.7255,0.377,0.377,0.348,0.5305,0.307,0.26,1.0135,0.362,0.759,0.3855,0.0645,0.134,0.0685,1.02,0.603,0.413,1.0115,0.663,0.1485,0.253,0.361,1.023,1.221,1.2575,0.598,,,0.363,0.427,0.299,2.165,0.91,0.912,2.373,0.507,1.302,1.845,,0.792,0.736,0.426,0.4345,1.1815,0.447,1.2665,0.1395,0.429,0.7185,1.058,0.457,0.19,0.7965,0.555,,1.194,0.195,0.519,0.3945,0.709,0.39,0.38,0.6025,0.5795,0.999,0.522,0.4555,0.576,0.7095,0.2855,0.397,0.5225,0.153,0.8455,0.681,0.931,0.338,0.4595,0.3395,0.717,1.0405,0.834,0.473,0.939,1.4515,0.286,0.6275,0.4065,0.309,0.526,0.4525,0.3845,0.4075,0.583,0.23,0.666,0.352,0.523,0.489,0.393,0.4855,0.703,0.3955,0.21,0.349,0.8195,0.38,0.659,0.375,0.5065,0.701,0.667
1980,0.2755,0.2905,0.26,0.479,0.3815,0.4615,0.8945,0.593,0.766,0.7055,1.3285,1.139,0.3995,0.885,0.2985,0.4865,0.539,0.254,0.2055,0.298,1.0085,0.644,0.5065,0.3345,0.112,0.54,0.2855,0.4995,0.205,0.521,0.4535,0.347,0.317,0.253,0.602,0.443,0.428,0.46,0.618,0.2205,0.283,0.269,0.409,0.349,0.3015,0.949,0.3315,0.9295,0.3785,0.0795,0.139,0.0895,0.947,0.598,0.317,0.9845,0.7605,0.196,0.288,0.2695,0.6775,0.9975,0.9235,0.598,,,0.391,0.4275,0.0905,0.909,0.933,0.7745,2.261,0.601,0.907,1.332,,0.712,0.4555,0.331,0.3545,1.2335,0.317,0.8645,0.1375,0.325,0.424,0.9705,0.284,0.203,0.9625,0.792,,1.338,0.2625,0.7885,0.473,0.7225,0.546,0.329,0.4285,0.5945,0.982,0.334,0.369,0.769,0.8165,0.3645,0.3965,0.3175,0.1455,0.958,0.605,0.6205,0.29,0.3645,0.218,0.8175,1.1555,0.8735,0.503,1.0405,1.6485,0.222,0.5555,0.364,0.308,0.531,0.3125,0.384,0.2305,0.367,0.238,0.65,0.407,0.4275,0.38,0.411,0.566,0.6375,0.3155,0.112,0.222,0.9205,0.791,0.755,0.531,0.5225,0.812,0.73
1981,0.245,0.229,0.3195,0.2815,0.363,0.4835,0.72,0.4985,0.586,0.8155,1.092,1.137,0.4,0.807,0.288,0.6895,0.555,0.3135,0.2065,0.2595,0.805,0.5355,0.5225,0.4145,0.2065,0.602,0.349,0.36,0.291,0.3705,0.3285,0.252,0.329,0.2215,0.5545,0.319,0.365,0.46,0.5065,0.252,0.283,0.2525,0.365,0.1785,0.3425,0.7915,0.3585,1.176,0.251,0.097,0.1385,0.1425,1.219,0.6,0.254,1.2255,0.7325,0.244,0.2785,0.2965,0.781,0.688,0.8195,0.503,,,0.254,0.4585,0.2615,1.118,0.6865,1.1135,2.025,0.696,1.1925,1.0845,0.747,0.807,0.577,0.377,0.5425,1.316,0.349,1.396,0.1265,0.349,0.4915,1.06,0.323,0.11,0.961,0.625,,2.083,0.2785,0.5425,0.504,1.1315,0.6155,0.443,0.5545,0.723,1.2355,0.2865,0.3835,0.6315,0.911,0.4285,0.431,0.381,0.122,1.3005,0.769,1.047,0.3455,0.459,0.1255,0.783,1.22,0.778,0.5935,0.9965,1.779,0.3015,0.7355,0.2815,0.292,0.495,0.3595,0.42,0.205,0.302,0.262,0.6655,0.4625,0.475,0.4095,0.3965,0.506,0.6205,0.268,0.179,0.222,0.9795,0.82,0.877,0.4455,0.427,0.871,0.667
1982,0.289,0.1955,0.2155,0.1865,0.303,0.319,0.608,0.545,0.39,0.581,0.7995,0.9785,0.4675,0.7285,0.2,0.5635,0.3965,0.3055,0.3485,0.173,0.727,0.594,0.523,0.404,0.125,0.484,0.2855,0.3585,0.199,0.258,0.328,0.2675,0.226,0.222,0.412,0.192,0.3645,0.286,0.3955,0.2255,0.208,0.189,0.2275,0.129,0.2575,0.6185,0.2635,1.101,0.2425,0.1545,0.168,0.138,0.845,0.923,0.286,0.8425,0.6185,0.2085,0.2995,0.4695,0.8145,0.797,1.126,0.488,1.457,,0.453,0.3635,0.221,0.9135,0.491,0.998,1.837,0.757,0.85,0.87,0.4165,0.5705,0.7415,0.362,0.5115,1.6165,0.334,1.169,0.1145,0.38,0.4755,0.829,0.217,0.0715,0.804,0.599,,1.415,0.3725,0.475,0.36,1.3205,0.692,0.3485,0.412,0.66,0.8095,0.2055,0.375,0.4985,0.676,0.3295,0.3935,0.349,0.2395,0.91,0.5005,0.4885,0.275,0.4115,0.233,0.639,0.9535,0.6305,0.469,0.8895,1.394,0.2405,0.612,0.2335,0.3795,0.393,0.3315,0.4025,0.2145,0.322,0.207,0.6175,0.3805,0.366,0.3795,0.349,0.442,0.4955,0.2835,0.165,0.307,0.741,0.662,0.845,0.4885,0.427,1.016,0.635
1983,0.2255,0.1045,0.097,0.1235,0.171,0.1755,0.281,0.2905,0.144,0.298,0.244,0.742,0.2475,0.396,0.158,0.375,0.2695,0.162,0.349,0.086,0.441,0.3505,0.345,0.263,0.0655,0.214,0.15,0.313,0.2215,0.231,0.3435,0.2045,0.1905,0.109,0.3325,0.1755,0.2345,0.1745,0.285,0.084,0.169,0.1315,0.1295,0.116,0.172,0.5695,0.1885,0.687,0.137,0.0925,0.326,0.078,0.565,0.653,0.24,0.53,0.4275,0.117,0.2305,0.406,0.678,0.7035,0.845,0.472,0.7725,1.233,0.201,0.3005,0.179,0.669,0.51,0.7925,1.331,0.537,0.9,0.626,0.601,0.4575,0.38,0.347,0.2885,1.27,0.181,1.0195,0.043,0.237,0.334,0.4245,0.1475,0.08,0.628,0.328,,1.183,0.3285,0.391,0.2665,0.9895,0.305,0.2695,0.3645,0.535,0.518,0.144,0.2695,0.3465,0.394,0.2145,0.317,0.27,0.2165,0.4425,0.279,0.5435,0.1505,0.269,0.152,0.563,0.5755,0.4105,0.267,0.4995,0.6835,0.14,0.3755,0.1535,0.2065,0.318,0.2055,0.2455,0.155,0.265,0.138,0.3485,0.237,0.348,0.2215,0.222,0.3385,0.3735,0.1415,0.15,0.109,0.431,0.284,0.626,0.315,0.3015,0.89,0.381
1984,0.2635,0.181,0.217,0.194,0.244,0.2395,0.488,0.331,0.372,0.5495,0.6655,1.247,0.496,0.523,0.3485,0.6465,0.3805,0.19,0.3805,0.275,0.601,0.5775,0.448,0.4825,0.1645,0.294,0.259,0.234,0.2175,0.2275,0.2695,0.198,0.1465,0.122,0.2535,0.1245,0.3045,0.2855,0.384,0.163,0.251,0.156,0.2705,0.1345,0.216,0.856,0.3405,1.031,0.19,0.2645,0.2365,0.203,0.725,1.448,0.294,0.458,0.55,0.1365,0.5055,0.5325,1.3465,0.8155,1.249,0.9615,0.867,1.55,0.254,0.3795,0.1845,1.6205,1.0485,1.3005,1.712,0.84,1.0425,1.1625,0.6115,0.7735,0.396,0.568,0.4455,1.286,0.25,1.237,0.07,0.333,0.405,0.7795,0.2555,0.1545,1.1085,0.6895,1.248,2.036,0.723,0.769,0.548,1.161,0.6425,0.459,0.4435,0.7235,0.4855,0.175,0.4155,0.5955,0.678,0.2895,0.617,0.408,0.417,0.7975,0.505,0.7835,0.254,0.3955,0.27,0.91,0.766,0.6445,0.4085,0.61,1.0705,0.2295,0.469,0.2885,0.42,0.498,0.3035,0.3875,0.238,0.265,0.109,0.633,0.5225,0.476,0.444,0.317,0.4975,0.496,0.2305,0.167,0.149,0.814,0.837,1.22,0.5205,0.5715,0.909,0.54
1985,0.453,0.156,0.1755,0.232,0.37,0.2195,0.5425,0.358,0.412,0.646,0.6475,1.529,0.5345,0.6765,0.2935,0.862,0.444,0.2645,0.4445,0.4175,1.0465,0.8265,0.439,0.5065,0.177,0.373,0.353,0.115,0.1465,0.1635,0.2025,0.156,0.1625,0.0665,0.213,0.099,0.348,0.317,0.55,0.189,0.22,0.175,0.2415,0.17,0.2235,1.4945,0.4935,1.274,0.279,0.378,0.167,0.116,1.124,1.549,0.291,0.71,0.7355,0.162,0.639,0.834,1.844,1.866,1.973,1.4785,0.6665,1.548,0.612,0.6955,0.1885,2.4865,0.775,1.6925,2.294,1.358,1.806,1.648,0.6165,1.0455,0.421,0.679,0.434,1.8865,0.314,1.836,0.2005,0.444,0.561,0.984,0.209,0.3645,1.3375,1.245,1.071,3.047,0.692,1.1835,0.8465,1.9505,0.836,0.694,0.602,1.0855,0.7,0.236,0.467,0.911,0.978,0.531,0.901,0.4805,0.431,0.9935,0.7515,1.234,0.2475,0.6005,0.4335,1.4445,1.1125,1.055,0.5645,0.9325,1.6965,0.294,0.598,0.39,0.568,0.717,0.225,0.609,0.1845,0.351,0.21,0.7595,0.5385,0.46,0.543,0.5095,0.5525,0.6305,0.2085,0.158,0.228,1.067,1.342,1.529,0.57,0.732,0.992,0.925
1986,0.4105,0.1725,0.153,0.255,0.38,0.343,0.5815,0.232,0.4795,0.63,0.6665,1.163,0.331,0.481,0.277,0.704,0.2855,0.2215,0.349,0.4675,0.789,0.751,0.3985,0.4505,0.266,0.397,0.238,0.1465,0.2215,0.283,0.342,0.175,0.1665,0.141,0.2355,0.209,0.3805,0.428,0.4625,0.201,0.284,0.18,0.1965,0.1235,0.206,0.8005,0.427,1.027,0.259,0.198,0.234,0.18,0.516,0.857,0.265,0.571,0.4495,0.153,0.2845,0.437,0.864,0.9725,1.7665,0.4615,0.296,0.753,0.274,0.2685,0.247,1.2995,0.71,1.0415,1.475,0.933,1.1075,1.1475,0.602,0.9365,0.34,0.4735,0.4185,1.3925,0.21,1.1965,0.269,0.332,0.473,0.73,0.133,0.258,0.772,0.758,0.8975,1.837,0.469,0.7745,0.518,1.3105,0.411,0.5095,0.4755,0.723,0.5375,0.198,0.493,0.909,0.806,0.4605,1.058,0.417,0.3405,0.866,0.599,0.5215,0.309,0.5215,0.2055,0.9265,0.843,0.682,0.4695,0.6345,1.183,0.2465,0.5245,0.262,0.359,0.467,0.1835,0.53,0.1815,0.338,0.176,0.617,0.4555,0.4455,0.407,0.565,0.458,0.4005,0.2165,0.18,0.169,0.735,0.853,1.152,0.29,0.427,0.563,0.756
1987,0.2445,0.114,0.112,0.202,0.2745,0.291,0.4045,0.248,0.3825,0.5185,0.6425,0.755,0.275,0.4115,0.129,0.506,0.2535,0.1265,0.317,0.394,0.621,0.641,0.2665,0.251,0.1465,0.429,0.178,0.1625,0.2305,0.258,0.276,0.1775,0.1465,0.15,0.257,0.2235,0.349,0.269,0.304,0.141,0.126,0.1115,0.076,0.1195,0.2175,0.377,0.2845,0.7105,0.2245,0.23,0.3215,0.123,0.377,0.571,0.175,0.3205,0.373,0.1175,0.1705,0.3075,0.3975,0.588,1.158,0.2835,0.261,0.554,0.221,0.1485,0.1575,0.8365,0.514,0.8125,1.35,0.61,1.202,0.8435,0.7425,0.825,0.3135,0.2995,0.241,1.022,0.144,0.982,0.2,0.245,0.305,0.809,0.1265,0.1855,0.544,0.4525,0.5115,1.287,0.391,0.4975,0.2735,0.55,0.3455,0.3315,0.4115,0.535,0.3625,0.114,0.2795,0.661,0.6005,0.3775,0.804,0.2335,0.32,0.6575,0.41,0.564,0.1365,0.253,0.129,0.4885,0.5945,0.5725,0.4215,0.492,1.003,0.103,0.663,0.1085,0.4275,0.462,0.1385,0.39,0.093,0.078,0.066,0.553,0.128,0.2345,0.238,0.418,0.2615,0.2925,0.105,0.098,0.138,0.5755,0.689,0.715,0.2005,0.587,0.362,0.475
1988,0.2995,0.1135,0.1445,0.2005,0.286,0.302,0.269,0.3395,0.497,0.783,0.5305,0.6125,0.204,0.364,0.1795,0.4395,0.222,0.1975,0.3805,0.252,0.3705,0.4515,0.2285,0.3285,0.1275,0.358,0.1765,0.1995,0.199,0.3245,0.2735,0.1735,0.1305,0.14,0.1975,0.174,0.349,0.38,0.2605,0.1585,0.157,0.111,0.1845,0.097,0.1245,0.191,0.2235,0.536,0.1945,0.3955,0.307,0.1405,0.326,0.698,0.246,0.3895,0.4835,0.1135,0.163,0.2955,0.379,0.6625,1.1965,0.3325,0.227,0.477,0.189,0.1025,0.097,0.5175,0.397,0.809,0.507,0.453,0.743,0.4125,0.608,0.777,0.2565,0.2735,0.466,1.3905,0.186,1.264,0.16,0.404,0.521,0.7705,0.142,0.238,0.672,0.372,0.5915,1.022,0.361,0.48,0.288,0.5825,0.261,0.243,0.5385,0.4565,0.42,0.154,0.3295,0.4245,0.395,0.3765,0.633,0.27,0.256,0.729,0.4155,0.694,0.16,0.269,0.1355,0.5505,0.542,0.3505,0.273,0.591,0.918,0.115,0.4755,0.1215,0.317,0.467,0.1735,0.343,0.0995,0.195,0.138,0.347,0.305,0.243,0.263,0.2995,0.327,0.2475,0.1605,0.108,0.176,0.7195,0.475,0.674,0.2055,0.308,0.265,0.633
1989,0.2865,0.156,0.1985,0.238,0.2385,0.28,0.2595,0.3365,0.483,0.8455,0.49,0.6445,0.2305,0.569,0.238,0.502,0.247,0.1975,0.3015,0.2665,0.548,0.7255,0.297,0.669,0.163,0.286,0.2,0.131,0.1785,0.2325,0.2355,0.174,0.1125,0.0765,0.119,0.0825,0.3015,0.3165,0.308,0.239,0.192,0.1785,0.1825,0.153,0.179,0.1935,0.3735,0.704,0.185,0.5385,0.3225,0.135,0.485,1.206,0.254,0.5685,0.3455,0.202,0.312,0.571,0.543,0.82,1.338,0.587,0.842,0.686,0.327,0.1105,0.1265,0.9005,0.606,0.9605,0.965,0.915,0.963,0.56,0.5315,0.6335,0.2215,0.4045,0.3325,1.669,0.226,1.2595,0.1265,0.397,0.53,1.0065,0.1805,0.4265,0.6805,0.7115,1.1525,1.457,0.552,0.5485,0.409,1.0415,0.4655,0.2575,0.6645,0.679,0.5665,0.2215,0.351,0.786,0.6735,0.5305,0.8895,0.3175,0.2975,0.6105,0.517,0.736,0.169,0.411,0.261,0.8965,0.79,0.423,0.3665,0.392,0.935,0.213,0.378,0.1535,0.3,0.408,0.1885,0.4215,0.159,0.189,0.241,0.5355,0.3635,0.296,0.4195,0.4435,0.4595,0.356,0.2265,0.112,0.182,0.9585,1.13,0.975,0.395,0.3975,0.24,0.981
1990,0.237,0.128,0.187,0.2955,0.171,0.3535,0.262,0.1245,0.404,0.522,0.472,0.488,0.222,0.3505,0.1295,0.357,0.155,0.1675,0.3015,0.1205,0.443,0.5135,0.2755,0.4455,0.1225,0.238,0.1295,0.1145,0.178,0.193,0.213,0.183,0.107,0.061,0.1075,0.0965,0.2855,0.2375,0.2095,0.22,0.133,0.1335,0.144,0.167,0.1705,0.0855,0.3235,0.454,0.1815,0.3635,0.341,0.119,0.211,0.73,0.119,0.429,0.394,0.212,0.228,0.4605,0.542,0.4635,0.8705,0.3665,0.4425,0.433,0.317,0.0785,0.0585,0.6945,0.7885,0.7535,1.051,0.86,0.8345,0.5395,0.3945,0.475,0.18,0.2475,0.217,1.5635,0.151,0.865,0.1435,0.222,0.4135,0.7935,0.1615,0.222,0.433,0.549,0.4645,0.837,0.3635,0.441,0.2205,0.7645,0.281,0.172,0.491,0.4425,0.432,0.122,0.3335,0.723,0.4375,0.301,0.593,0.1765,0.307,0.421,0.327,0.361,0.1235,0.2685,0.1505,0.6445,0.467,0.328,0.282,0.247,0.704,0.138,0.236,0.118,0.241,0.259,0.124,0.262,0.091,0.06,0.222,0.441,0.278,0.3,0.3325,0.3715,0.335,0.218,0.174,0.079,0.154,0.6285,0.9,0.468,0.348,0.3645,0.164,0.664
1991,0.1835,0.172,0.2485,0.3395,0.271,0.271,0.351,0.284,0.4395,0.88,0.761,0.4575,0.21,0.4685,0.184,0.387,0.1745,0.1555,0.19,0.1115,0.5785,0.612,0.3325,0.4615,0.1615,0.262,0.147,0.171,0.2425,0.1735,0.2235,0.2425,0.127,0.074,0.2265,0.1625,0.2735,0.3405,0.3195,0.2375,0.188,0.1095,0.11,0.1755,0.251,0.22,0.4015,0.6595,0.214,0.744,0.632,0.2905,0.253,1.175,0.206,0.686,0.488,0.427,0.355,0.572,0.9725,1.0135,1.025,0.514,0.641,0.435,0.286,0.1425,0.118,1.282,1.469,1.151,1.458,1.074,0.9555,0.976,0.82,0.4745,0.1945,0.373,0.2695,1.609,0.159,1.555,0.147,0.459,0.4795,0.833,0.184,0.441,0.634,0.978,1.251,1.423,0.4905,0.848,0.422,0.815,0.3695,0.293,0.6175,0.6155,0.6875,0.2125,0.3015,0.7855,0.504,0.342,0.7215,0.2535,0.5255,0.775,0.5835,0.569,0.1405,0.3795,0.223,0.8635,0.6865,0.5485,0.3135,0.3415,1.18,0.168,0.323,0.185,0.2835,0.314,0.1515,0.242,0.1305,0.22,0.137,0.459,0.4055,0.2505,0.3215,0.4535,0.4185,0.2755,0.183,0.122,0.124,0.996,1.59,1.053,0.381,0.461,0.283,0.885
1992,0.1785,0.134,0.132,0.2185,0.1395,0.123,0.188,0.1755,0.202,0.438,0.208,0.267,0.1455,0.146,0.1055,0.1615,0.0935,0.087,0.201,0.074,0.259,0.4115,0.273,0.2495,0.0875,0.166,0.1195,0.137,0.2375,0.1805,0.215,0.139,0.1125,0.1065,0.147,0.131,0.234,0.182,0.296,0.2055,0.165,0.0995,0.1105,0.2055,0.2345,0.07,0.1685,0.4615,0.12,0.664,0.587,0.2735,0.148,1.047,0.135,0.546,0.28,0.2915,0.315,0.636,0.776,0.3075,1.025,0.3585,1.027,0.304,0.166,0.1755,0.1275,0.7855,0.6245,0.853,1.048,0.413,0.796,0.562,0.8705,0.3315,0.1325,0.243,0.201,0.758,0.143,0.578,0.139,0.199,0.178,0.2895,0.1145,0.3435,0.475,0.661,0.612,0.864,0.332,0.346,0.1845,0.2995,0.171,0.1815,0.3165,0.4265,0.531,0.1445,0.187,0.441,0.335,0.2065,0.458,0.1585,0.4615,0.364,0.168,0.1645,0.114,0.2685,0.1635,0.6745,0.3255,0.333,0.141,0.281,0.636,0.147,0.1975,0.157,0.1935,0.148,0.085,0.197,0.1105,0.139,0.118,0.47,0.2535,0.178,0.201,0.34,0.3315,0.175,0.1365,0.144,0.16,0.649,0.697,0.321,0.1725,0.409,0.161,0.252
1993,0.122,0.134,0.1635,0.183,0.1715,0.221,0.241,0.214,0.168,0.6315,0.2795,0.33,0.184,0.2285,0.104,0.209,0.115,0.06,0.1955,0.099,0.2995,0.657,0.26,0.357,0.0925,0.159,0.105,0.128,0.268,0.206,0.3965,0.2385,0.2275,0.1735,0.219,0.143,0.2375,0.163,0.284,0.191,0.137,0.1355,0.087,0.1345,0.266,0.042,0.2895,0.3945,0.1285,0.8545,0.5345,0.2445,0.19,1.214,0.127,0.7895,0.2635,0.24,0.5165,0.8895,1.2775,0.638,1.063,0.735,1.2305,0.428,0.268,0.348,0.1755,1.0145,0.872,1.0405,1.049,0.803,1.433,0.829,0.7485,0.4425,0.1735,0.283,0.1985,1.2445,0.135,0.696,0.1435,0.159,0.2495,0.406,0.122,0.281,0.62,0.652,0.7335,1.164,0.3635,0.4575,0.372,0.3945,0.2335,0.313,0.4595,0.4895,0.7835,0.15,0.1935,0.425,0.385,0.2305,0.5895,0.208,0.3625,0.457,0.3045,0.4455,0.1155,0.365,0.2945,0.533,0.4475,0.3655,0.211,0.3615,0.614,0.1615,0.2145,0.2455,0.2895,0.279,0.143,0.184,0.0995,0.133,0.184,0.268,0.364,0.205,0.301,0.418,0.295,0.185,0.1175,0.123,0.143,0.806,0.934,0.494,0.1775,0.3935,0.203,0.379
1994,0.1175,0.1715,0.1275,0.184,0.0875,0.1415,0.1645,0.1175,0.1125,0.445,0.3505,0.3615,0.1755,0.2335,0.1485,0.1995,0.131,0.0845,0.181,0.1325,0.322,0.553,0.3845,0.43,0.1005,0.191,0.125,0.1205,0.181,0.145,0.2515,0.158,0.162,0.145,0.189,0.196,0.3015,0.146,0.265,0.1955,0.059,0.1125,0.096,0.181,0.2535,0.1275,0.212,0.4525,0.111,0.6805,0.5215,0.2125,0.317,1.225,0.119,0.591,0.513,0.1565,0.5865,0.593,1.228,0.435,0.93,0.6815,1.174,0.377,0.37,0.269,0.231,1.2525,1.0135,0.927,1.047,1.131,1.08,0.882,0.8785,0.3795,0.131,0.3295,0.118,0.957,0.143,0.619,0.172,0.206,0.2965,0.512,0.1185,0.23,0.6355,0.7015,0.738,0.899,0.425,0.5285,0.46,0.3385,0.2305,0.4405,0.507,0.5275,0.624,0.1775,0.2465,0.4255,0.4725,0.285,0.6655,0.1715,0.2915,0.5065,0.3885,0.353,0.1015,0.428,0.3105,0.6415,0.5035,0.4105,0.237,0.325,0.5185,0.1585,0.2375,0.2095,0.3295,0.248,0.15,0.184,0.1025,0.178,0.242,0.3315,0.38,0.2255,0.333,0.3525,0.3405,0.1685,0.1065,0.119,0.06,0.8335,0.953,0.53,0.1255,0.376,0.152,0.535
1995,0.1255,0.1215,0.0905,0.1975,0.111,0.191,0.2615,0.1795,0.114,0.5235,0.541,0.314,0.215,0.2305,0.131,0.123,0.1505,0.068,0.1205,0.0835,0.242,0.5565,0.2975,0.302,0.0925,0.254,0.1355,0.092,0.1335,0.141,0.244,0.1365,0.1825,0.064,0.148,0.1045,0.2695,0.1525,0.2015,0.162,0.077,0.1195,0.146,0.223,0.4055,0.1475,0.3415,0.692,0.1485,0.7725,0.5535,0.1675,0.336,1.331,0.167,0.8575,0.545,0.18,0.6345,0.602,1.4215,0.4775,0.754,0.7755,1.235,0.315,0.392,0.284,0.3115,1.389,1.003,1.0185,1.282,1.203,0.968,1.3525,0.7015,0.444,0.1335,0.3135,0.112,1.455,0.198,1.038,0.133,0.166,0.316,0.5665,0.114,0.126,0.6875,0.756,0.7735,1.096,0.694,0.442,0.4595,0.4355,0.2815,0.4715,0.523,0.4355,0.912,0.125,0.2685,0.517,0.512,0.2695,0.618,0.1255,0.245,0.563,0.4515,0.4545,0.0905,0.46,0.2785,0.763,0.586,0.4255,0.2275,0.2775,0.57,0.1445,0.222,0.2365,0.2995,0.248,0.1515,0.2095,0.111,0.101,0.191,0.3785,0.3015,0.2615,0.2855,0.3105,0.3295,0.2295,0.1165,0.139,0.147,0.875,1.224,0.537,0.218,0.4355,0.281,0.501
