year,Jan.temp,Feb.temp,Mar.temp,Apr.temp,May.temp,Jun.temp,Jul.temp,Aug.temp,Sep.temp,Jan.prcp,Feb.prcp,Mar.prcp,Apr.prcp,May.prcp,Jun.prcp,Jul.prcp,Aug.prcp,Sep.prcp,PApr.temp,PMay.temp,PJun.temp,PJul.temp,PAug.temp,PSep.temp,POct.temp,PNov.temp,PDec.temp,PApr.prcp,PMay.prcp,PJun.prcp,PJul.prcp,PAug.prcp,PSep.prcp,POct.prcp,PNov.prcp,PDec.prcp,X,Pfall.temp,Pfall.precip,winter.temp,winter.precip,gs.temp,gs.precip,Pgs.temp,Pgs.precip,sping.temp,spring.precip,Pspring.temp,Pspring.precip,annual.temp,annual.precip,Pfall.CMI,winter.CMI,gs.CMI,Pgs.CMI,sping.CMI,Pspring.CMI
1983,-30.5,-31.39999962,-26.20000076,-19.10000038,-2.900000095,7,12.19999981,9.100000381,2.100000143,10,5,2,5.200000286,4.900000095,9.300000191,25.5,23,22.80000114,-19.10000038,-2.900000095,7,12.19999981,9.100000381,2.100000143,-15,-29.30000114,-26.80000114,5.200000286,4.900000095,9.300000191,25.5,23,22.80000114,13.60000038,6.599999905,28,83,-12.73333367,46.5,-31.13333321,28.5,9.433333397,57.80000019,8.866666952,24.40000057,-16.06666708,12.10000038,-16.90000057,26.30000019,-12.5666669,155.900002,1.083628312,0.95,-2.994558315,-3.830361817,0.306355884,0.876666673
1984,-30.30000114,-38.10000229,-26.5,-17.5,-2.700000048,8.400000572,10.19999981,7.900000095,1.899999976,11.5,1.5,1.5,3.700000048,13.60000038,13.60000038,64.20000458,38.60000229,29.70000076,-17.5,-2.700000048,8.400000572,10.19999981,7.900000095,1.899999976,-8.199999809,-21.70000076,-33.90000153,3.700000048,13.60000038,13.60000038,64.20000458,38.60000229,29.70000076,18.80000114,13.30000019,11.60000038,84,-14.066667,43.00000143,-31.73333486,41,8.833333492,116.4000073,9.433333397,57.80000019,-15.56666668,18.80000043,-16.06666708,12.10000038,-12.54166709,221.6000101,0.964970579,1.366666667,-0.391384347,-2.994558315,0.51085302,0.306355884
1985,-30.10000038,-25.89999962,-29.80000114,-19.80000114,-6.300000191,6.900000095,12.40000057,6.700000286,0.600000024,11.69999981,11.30000019,3.299999952,3.600000143,3.799999952,15.10000038,27.20000076,28.20000076,15.5,-19.80000114,-6.300000191,6.900000095,12.40000057,6.700000286,0.600000024,-13.19999981,-19.60000038,-27.80000114,3.600000143,3.799999952,15.10000038,27.20000076,28.20000076,15.5,10.60000038,22.60000038,9.300000191,85,-9.333333531,61.80000209,-29.96666718,34.60000038,8.666666984,70.5000019,8.833333492,116.4000073,-18.63333416,10.70000005,-15.56666668,18.80000043,-12.15833357,162.2000029,1.69502207,1.153333346,-1.806973727,-0.391384347,0.356666668,0.51085302
1986,-35.20000076,-28.20000076,-27.89999962,-14.80000019,-2.400000095,8.800000191,9.800000191,6.800000191,0,3.400000095,8.5,5.400000095,2.400000095,12.19999981,16.80000114,38.10000229,18.20000076,23.30000114,-14.80000019,-2.400000095,8.800000191,9.800000191,6.800000191,0,-12.5,-20.5,-29.89999962,2.400000095,12.19999981,16.80000114,38.10000229,18.20000076,23.30000114,13.30000019,8.800000191,11.40000057,86,-10.73333339,48.70000076,-30.40000089,21.20000029,8.466666858,73.10000419,8.666666984,70.5000019,-15.0333333,20,-18.63333416,10.70000005,-12.16666671,161.8000064,1.312374191,0.706666676,-1.885832644,-1.806973727,0.549977735,0.356666668
1987,-30.80000114,-35.90000153,-25.30000114,-19.30000114,-3.5,7.099999905,12.80000019,8.900000572,0.400000006,10.69999981,1.300000072,5.800000191,3.100000143,6,29.70000076,9.800000191,31.5,16.60000038,-19.30000114,-3.5,7.099999905,12.80000019,8.900000572,0.400000006,-10.90000057,-28.89999962,-37.29999924,3.100000143,6,29.70000076,9.800000191,31.5,16.60000038,23.5,7.099999905,12.60000038,87,-11,45.40000152,-32.20000076,23.40000045,9.600000222,71.00000095,8.466666858,73.10000419,-16.03333409,14.90000033,-15.0333333,20,-13.55833364,157.7000018,1.275333008,0.780000015,-2.245041762,-1.885832644,0.435118281,0.549977735
1988,-30,-30.10000038,-27.60000038,-16.10000038,-4.300000191,8,13.10000038,7.300000191,2.700000048,13.5,11.40000057,0.400000006,3.400000095,2.100000143,8.300000191,34.79999924,36.5,13.69999981,-16.10000038,-4.300000191,8,13.10000038,7.300000191,2.700000048,-9.100000381,-25.89999962,-31,3.400000095,2.100000143,8.300000191,34.79999924,36.5,13.69999981,10.40000057,3.900000095,4.400000095,88,-13.13333339,47.20000029,-32.46666654,37.50000095,9.466666857,79.59999943,9.600000222,71.00000095,-16.00000032,5.900000244,-16.03333409,14.90000033,-11.91666673,142.8000008,1.286586844,1.250000032,-1.934924797,-2.245041762,0.170873796,0.435118281
1989,-37.5,-23.89999962,-23.70000076,-18.39999962,-3.200000048,10,11.10000038,8.5,4.099999905,9.199999809,20.30000114,5.900000095,11,9,12.10000038,27.30000114,61,15.30000019,-18.39999962,-3.200000048,10,11.10000038,8.5,4.099999905,-10.30000019,-27,-28.5,11,9,12.10000038,27.30000114,61,15.30000019,16.10000038,6.700000286,4.5,89,-10.76666665,28.00000048,-30.79999987,33.90000104,9.866666793,100.4000015,9.466666857,79.59999943,-15.10000014,25.9000001,-16.00000032,5.900000244,-11.56666666,198.4000034,0.374503805,1.130000035,-1.708195081,-1.934924797,0.789183941,0.170873796
1990,-33.5,-37,-22.60000038,-11.60000038,0.5,9,11.5,10,1.5,3.200000048,1.600000024,3.400000095,6.700000286,9.300000191,30.20000076,41,35.5,31.20000076,-11.60000038,0.5,9,11.5,10,1.5,-11.10000038,-23.80000114,-33.60000229,6.700000286,9.300000191,30.20000076,41,35.5,31.20000076,20.89999962,29.70000076,8,90,-11.06666676,38.10000086,-33,9.300000072,10.16666667,106.7000008,9.866666793,100.4000015,-11.23333359,19.40000057,-15.10000014,25.9000001,-11.72500038,220.7000025,0.6480707,0.310000002,-1.167476328,-1.708195081,0.338481604,0.789183941
1991,-33.29999924,-32.70000076,-27.30000114,-15.5,-2,11.60000038,14.19999981,12.10000038,2.100000143,3.700000048,6.700000286,9.400000572,5.300000191,10.30000019,14.69999981,21.5,20.80000114,26.20000076,-15.5,-2,11.60000038,14.19999981,12.10000038,2.100000143,-8.800000191,-20.30000114,-31.39999962,5.300000191,10.30000019,14.69999981,21.5,20.80000114,26.20000076,19.39999962,14.19999981,12.60000038,91,-11.13333384,81.80000114,-33.20000076,18.40000033,12.63333352,57.00000095,10.16666667,106.7000008,-14.93333371,25.00000095,-11.23333359,19.40000057,-10.94166678,164.8000028,2.403304959,0.613333345,-4.640592896,-1.167476328,0.697256746,0.338481604
1992,-34.20000076,-32.5,-29.5,-14.80000019,-3.600000143,7.400000095,12.10000038,6.400000095,0.400000006,8.100000381,11.10000038,2.299999952,6.900000095,11,32.29999924,21,22.5,4.900000095,-14.80000019,-3.600000143,7.400000095,12.10000038,6.400000095,0.400000006,-13.40000057,-26.5,-33.70000076,6.900000095,11,32.29999924,21,22.5,4.900000095,14.19999981,21.30000114,15.19999981,92,-9.000000396,59.80000019,-32.70000013,31.80000114,8.633333523,75.79999924,12.63333352,57.00000095,-15.96666678,20.20000005,-14.93333371,25.00000095,-13.49166682,170.8000009,1.592853372,1.060000038,-1.822864803,-4.640592896,0.609780188,0.697256746
1993,-37,-26.5,-28.10000038,-16.89999962,-2.5,9.199999809,13.5,6.700000286,-1,10,10.69999981,2.900000095,3.600000143,6.200000286,12.10000038,36.60000229,24.60000038,9.5,-16.89999962,-2.5,9.199999809,13.5,6.700000286,-1,-13.69999981,-25.89999962,-39.10000229,3.600000143,6.200000286,12.10000038,36.60000229,24.60000038,9.5,17,16.10000038,4.5,93,-13.16666685,40.40000105,-32.40000025,35.89999962,9.800000032,73.30000305,8.633333523,75.79999924,-15.83333333,12.70000052,-15.96666678,20.20000005,-13.4416668,153.8000038,1.03673612,1.196666654,-2.555773397,-1.822864803,0.310104864,0.609780188
1994,-29.89999962,-25.60000038,-29.30000114,-17.89999962,-3.100000143,9.199999809,10.90000057,7.700000286,2.299999952,5.800000191,5.900000095,1.200000048,2.200000048,4.700000286,9.600000381,4.800000191,24.60000038,10.90000057,-17.89999962,-3.100000143,9.199999809,10.90000057,7.700000286,2.299999952,-10.60000038,-27.20000076,-34.60000229,2.200000048,4.700000286,9.600000381,4.800000191,24.60000038,10.90000057,11.30000019,10.19999981,8.400000572,94,-13.53333314,42.60000038,-31.5333341,16.20000029,9.266666888,39.00000095,9.800000032,73.30000305,-16.76666697,8.100000382,-15.83333333,12.70000052,-12.34166698,99.60000276,1.229285624,0.54000001,-3.442147367,-2.555773397,0.183425153,0.310104864
1995,-32.90000153,-25.30000114,-22.5,-17.20000076,-1.700000048,9.100000381,12.19999981,10.5,3.200000048,8.5,6.700000286,5.5,1.800000072,5.099999905,22,21.20000076,24.30000114,12.5,-17.20000076,-1.700000048,9.100000381,12.19999981,10.5,3.200000048,-11.19999981,-17.60000038,-29.30000114,1.800000072,5.099999905,22,21.20000076,24.30000114,12.5,6.400000095,7,3.799999952,95,-11.83333373,32.40000057,-30.93333499,23.60000086,10.60000006,67.5000019,9.266666888,39.00000095,-13.80000027,12.39999998,-16.76666697,8.100000382,-10.22500038,124.8000022,0.620719829,0.786666695,-3.292249781,-3.442147367,0.255715385,0.183425153
1996,-26.89999962,-30.5,-23.10000038,-16.80000114,-2.799999952,7.400000095,9.699999809,8.699999809,1.800000072,10.19999981,7.200000286,9.300000191,3.400000095,10.40000057,21.70000076,28.80000114,25.60000038,24.10000038,-16.80000114,-2.799999952,7.400000095,9.699999809,8.699999809,1.800000072,-10.40000057,-23.39999962,-29.30000114,3.400000095,10.40000057,21.70000076,28.80000114,25.60000038,24.10000038,11.5,24.60000038,11.60000038,96,-8.533333381,25.9000001,-28.90000025,21.20000005,8.599999904,76.10000228,10.60000006,67.5000019,-14.23333382,23.10000086,-13.80000027,12.39999998,-11.30000022,188.4000044,0.350581318,0.706666668,-1.674681813,-3.292249781,0.672334425,0.255715385
1997,-31.60000038,-29.5,-21.70000076,-15.30000019,-4.599999905,8.900000572,12.5,10.5,1.5,5.5,6.800000191,4.400000095,3.900000095,4.599999905,30.70000076,9.300000191,13.19999981,15.30000019,-15.30000019,-4.599999905,8.900000572,12.5,10.5,1.5,-9.100000381,-26.80000114,-34.10000229,3.900000095,4.599999905,30.70000076,9.300000191,13.19999981,15.30000019,15.5,16.39999962,3.5,97,-10.66666671,60.20000076,-30.13333384,23.90000057,10.63333352,53.20000076,8.599999904,76.10000228,-13.86666695,12.9000001,-14.23333382,23.10000086,-11.60833371,129.1000009,1.611425864,0.796666686,-3.357711148,-1.674681813,0.416469142,0.672334425
1998,-32.5,-33.29999924,-28.89999962,-19.60000038,-7.099999905,9,12.19999981,6.099999905,1.700000048,5.5,2.400000095,5,8,4.700000286,23.89999962,15.5,18.39999962,25.20000076,-19.60000038,-7.099999905,9,12.19999981,6.099999905,1.700000048,-12.40000057,-22.80000114,-31.5,8,4.700000286,23.89999962,15.5,18.39999962,25.20000076,32.40000153,17.70000076,5.700000286,98,-11.46666717,47.19999981,-33.30000051,11.4000001,9.099999905,57.79999924,10.63333352,53.20000076,-18.5333333,17.70000029,-13.86666695,12.9000001,-13.25833342,164.400003,1.244110253,0.380000003,-2.418301067,-3.357711148,0.59000001,0.416469142
1999,-32.40000153,-36.70000076,-28.89999962,-19.70000076,-3.299999952,8.400000572,10.10000038,7.5,2,4.900000095,4.200000286,4.200000286,1.300000072,4.599999905,12.60000038,20.80000114,21.30000114,33.60000229,-19.70000076,-3.299999952,8.400000572,10.10000038,7.5,2,-10.69999981,-25.5,-33.5,1.300000072,4.599999905,12.60000038,20.80000114,21.30000114,33.60000229,6.400000095,16.60000038,5,99,-11.16666722,75.30000305,-33.5333341,14.80000067,8.666666984,54.70000266,9.099999905,57.79999924,-17.30000011,10.10000026,-18.5333333,17.70000029,-13.55833346,135.5000061,2.178480918,0.493333356,-2.668813984,-2.418301067,0.261388731,0.59000001
2000,-36,-28.80000114,-26.20000076,-13.5,-1.800000072,8.900000572,13,7.300000191,1.800000072,7.800000191,4,3.100000143,2.900000095,12.80000019,27.70000076,30.39999962,22.60000038,18.80000114,-13.5,-1.800000072,8.900000572,13,7.300000191,1.800000072,-11,-23.70000076,-26.80000114,2.900000095,12.80000019,27.70000076,30.39999962,22.60000038,18.80000114,7.599999905,12.30000019,9.5,100,-11.39999994,56.60000277,-32.76666705,16.80000019,9.733333588,80.70000076,8.666666984,54.70000266,-13.83333361,18.80000043,-17.30000011,10.10000026,-11.40000025,159.5000026,1.487763211,0.560000006,-2.083274832,-2.668813984,0.467670266,0.261388731
2001,-35.5,-28.39999962,-26,-14.40000057,-0.100000001,8.100000381,15.40000057,7.900000095,-0.800000012,10.30000019,9.900000572,3.299999952,2.200000048,11.90000057,23.30000114,7.099999905,24.20000076,34.29999924,-14.40000057,-0.100000001,8.100000381,15.40000057,7.900000095,-0.800000012,-11.80000019,-21,-33,2.200000048,11.90000057,23.30000114,7.099999905,24.20000076,34.29999924,11.90000057,15.19999981,3.700000048,101,-10.9666669,38.70000124,-30.23333359,29.70000076,10.46666702,54.60000181,9.733333588,80.70000076,-13.50000019,17.40000057,-13.83333361,18.80000043,-11.63333328,157.3000028,0.90110174,0.990000025,-3.706802391,-2.083274832,0.307767216,0.467670266
2002,-34.60000229,-37.60000229,-18.89999962,-13.69999981,-2.200000048,9.900000572,12.40000057,11.10000038,2.799999952,12.30000019,6.200000286,5.800000191,5.700000286,6.099999905,7.200000286,49.20000076,18.39999962,18.60000038,-13.69999981,-2.200000048,9.900000572,12.40000057,11.10000038,2.799999952,-10.40000057,-22.60000038,-28.39999962,5.700000286,6.099999905,7.200000286,49.20000076,18.39999962,18.60000038,15.90000057,12.90000057,13.69999981,102,-11.20000007,61.39999962,-35.06666819,22.20000052,11.13333384,74.80000067,10.46666702,54.60000181,-11.59999983,17.60000038,-13.50000019,17.40000057,-11.01666693,172.0000029,1.86022457,0.740000018,-3.129815097,-3.706802391,0.4511872,0.307767216
2003,-29.5,-32.90000153,-22.10000038,-14.80000019,-1.700000048,7.300000191,14.90000057,9.400000572,5.300000191,10.30000019,1.300000072,2.299999952,2.600000143,10.10000038,36.40000153,31.60000038,6.400000095,14.10000038,-14.80000019,-1.700000048,7.300000191,14.90000057,9.400000572,5.300000191,-7.900000095,-22,-30.80000114,2.600000143,10.10000038,36.40000153,31.60000038,6.400000095,14.10000038,14.69999981,9.699999809,19.30000114,103,-10.066667,47.40000152,-30.26666705,25.30000007,10.53333378,74.40000201,11.13333384,74.80000067,-12.86666687,15.00000048,-11.59999983,17.60000038,-10.40000015,158.8000039,1.119941186,0.843333336,-2.726382456,-3.129815097,0.347309264,0.4511872
2004,-30.89999962,-33.79999924,-23.5,-16.60000038,-1.899999976,8.800000191,11.90000057,10.5,3.299999952,12,1.5,4.599999905,3.799999952,6.599999905,26.30000114,29.30000114,30.60000038,14.40000057,-16.60000038,-1.899999976,8.800000191,11.90000057,10.5,3.299999952,-11.10000038,-24,-34.29999924,3.799999952,6.599999905,26.30000114,29.30000114,30.60000038,14.40000057,31.39999962,21.70000076,6.300000191,104,-8.199999968,38.5,-31.83333333,32.80000114,10.40000025,86.20000266,10.53333378,74.40000201,-14.00000012,14.99999976,-12.86666687,15.00000048,-11.79999984,188.5000036,0.548659601,1.093333371,-2.103576341,-2.726382456,0.356170068,0.347309264
2005,-33.70000076,-33.20000076,-24,-16.70000076,-1.5,9.600000381,13.10000038,10,2.799999952,12.10000038,2.5,1.200000048,0.300000012,4.400000095,19.20000076,32.20000076,36.29999924,18.80000114,-16.70000076,-1.5,9.600000381,13.10000038,10,2.799999952,-7.099999905,-22.5,-33,0.300000012,4.400000095,19.20000076,32.20000076,36.29999924,18.80000114,19.10000038,5.800000191,11,105,-10.60000014,67.50000095,-33.73333359,20.90000057,10.90000025,87.70000076,10.40000025,86.20000266,-14.06666692,5.900000155,-14.00000012,14.99999976,-11.35000012,162.900003,1.736191076,0.696666686,-2.755391978,-2.103576341,0.016603964,0.356170068
2006,-35.60000229,-29.10000038,-24.80000114,-21.39999962,-1.800000072,8.699999809,12,9.900000572,4.200000286,3.799999952,19.70000076,5.200000286,3.299999952,10.69999981,30.39999962,46,45.40000153,26.39999962,-21.39999962,-1.800000072,8.699999809,12,9.900000572,4.200000286,-8.100000381,-17.39999962,-31.70000076,3.299999952,10.69999981,30.39999962,46,45.40000153,26.39999962,19.60000038,20.20000076,6.900000095,106,-8.933333318,43.70000171,-32.56666756,34.50000071,10.20000013,121.8000012,10.90000025,87.70000076,-16.00000028,19.20000005,-14.06666692,5.900000155,-11.25833363,237.6000028,0.988889562,1.150000024,-1.042618508,-2.755391978,0.483397269,0.016603964
2007,-33.5,-27.10000038,-22.39999962,-12.80000019,0.800000012,10.80000019,14.10000038,11.40000057,4.599999905,7.800000191,6.200000286,5.800000191,5.099999905,5.200000286,17.5,32.90000153,53,28,-12.80000019,0.800000012,10.80000019,14.10000038,11.40000057,4.599999905,-9.100000381,-18.70000076,-26.20000076,5.099999905,5.200000286,17.5,32.90000153,53,28,9.699999809,19.39999962,15.10000038,107,-7.099999905,66.20000076,-30.76666705,20.90000057,12.10000038,103.4000015,10.20000013,121.8000012,-11.4666666,16.10000038,-16.00000028,19.20000005,-9.00833342,205.7000022,1.573940861,0.696666686,-2.173974483,-1.042618508,0.189892042,0.483397269
2008,-34.10000229,-32.10000229,-23,-17.20000076,-0.400000006,8,10.90000057,10.30000019,3.799999952,3.100000143,1.800000072,1.300000072,6.599999905,6.200000286,26.30000114,46.40000153,17.80000114,19.80000114,-17.20000076,-0.400000006,8,10.90000057,10.30000019,3.799999952,-8.5,-22.30000114,-26.20000076,6.599999905,6.200000286,26.30000114,46.40000153,17.80000114,19.80000114,14.19999981,13.5,14.90000057,108,-7.733333745,57.09999943,-30.80000178,20.0000006,9.733333587,90.50000381,12.10000038,103.4000015,-13.53333359,14.10000026,-11.4666666,16.10000038,-10.90000054,171.9000058,1.343456634,0.666666686,-1.790779404,-2.173974483,0.211825392,0.189892042
2009,-33.20000076,-35.20000076,-24.10000038,-15.60000038,0.400000006,8.600000381,10,9.100000381,3.299999952,5.700000286,7.599999905,3.200000048,5.900000095,11.5,18.20000076,26.89999962,50,3.700000048,-15.60000038,0.400000006,8.600000381,10,9.100000381,3.299999952,-8.699999809,-24.70000076,-25.5,5.900000095,11.5,18.20000076,26.89999962,50,3.700000048,24.39999962,8.300000191,21.30000114,109,-9.000000396,47.50000095,-31.53333409,28.20000076,9.233333587,95.10000038,9.733333587,90.50000381,-13.10000025,20.60000014,-13.53333359,14.10000026,-11.30000018,186.7000017,1.01142615,0.940000025,-1.509589252,-1.790779404,0.390678995,0.211825392
2010,-33.29999924,-32,-26.10000038,-18.20000076,1.100000024,9.800000191,15.40000057,9.300000191,4.300000191,6.599999905,7.5,7.800000191,2.400000095,1.200000048,30.89999962,9,46,37,-18.20000076,1.100000024,9.800000191,15.40000057,9.300000191,4.300000191,-7.300000191,-20.70000076,-24.39999962,2.400000095,1.200000048,30.89999962,9,46,37,17.70000076,9.699999809,15.5,110,-10.03333354,36.39999986,-30.26666641,35.40000105,11.50000032,85.89999962,9.233333587,95.10000038,-14.40000037,11.40000033,-13.10000025,20.60000014,-10.17499998,191.3000004,0.605056054,1.180000035,-2.959192019,-1.509589252,0.008154079,0.390678995
2011,-29.5,-31.70000076,-18.89999962,-13.19999981,-4.300000191,9.400000572,13.80000019,7.700000286,2.400000095,8.300000191,8.400000572,5.300000191,3.400000095,13.80000019,20.89999962,21.5,24.39999962,52.79999924,-13.19999981,-4.300000191,9.400000572,13.80000019,7.700000286,2.400000095,-10.69999981,-25.5,-33,3.400000095,13.80000019,20.89999962,21.5,24.39999962,52.79999924,17.10000038,9,6.800000191,111,-7.900000253,64.40000057,-28.53333346,32.20000076,10.30000035,66.79999924,11.50000032,85.89999962,-12.13333321,22.50000048,-14.40000037,11.40000033,-11.12499992,191.7000003,1.584094488,1.073333359,-2.750221437,-2.959192019,0.721467004,0.008154079
2012,-30.89999962,-34.79999924,-27.70000076,-14.30000019,-0.800000012,9.100000381,10.90000057,8.699999809,0.699999988,8.100000381,1.399999976,0.400000006,7.300000191,3.299999952,22.80000114,33.40000153,52.20000076,15.80000019,-14.30000019,-0.800000012,9.100000381,10.90000057,8.699999809,0.699999988,-7.099999905,-17.20000076,-27.70000076,7.300000191,3.299999952,22.80000114,33.40000153,52.20000076,15.80000019,19.10000038,8.699999809,17.20000076,112,-11.26666657,78.89999962,-32.89999962,16.30000055,9.56666692,108.4000034,10.30000035,66.79999924,-14.26666699,11.00000015,-12.13333321,22.50000048,-10.92500004,189.7000051,2.232928819,0.543333352,-1.228950309,-2.750221437,0.170371642,0.721467004
2013,-32.70000076,-37.90000153,-23.80000114,-11.10000038,-0.400000006,9,12.60000038,7.800000191,1.600000024,4.400000095,1.100000024,7.200000286,2.200000048,8.100000381,29.5,48.10000229,83.09999847,12.40000057,-11.10000038,-0.400000006,9,12.60000038,7.800000191,1.600000024,-12.19999981,-24.20000076,-24.70000076,2.200000048,8.100000381,29.5,48.10000229,83.09999847,12.40000057,7.300000191,26.30000114,15.19999981,113,-7.866666892,43.60000038,-32.76666768,22.70000088,9.80000019,160.7000008,9.56666692,108.4000034,-11.76666718,17.50000072,-14.26666699,11.00000015,-11.33333371,244.9000033,1.144708386,0.756666696,0.748485739,-1.228950309,0.321361498,0.170371642
2014,-30.89999962,-23.89999962,-22.89999962,-13.90000057,-3.100000143,7.599999905,12.60000038,12.40000057,3.799999952,12.30000019,7.800000191,5,6.599999905,6.599999905,22.89999962,33,23.10000038,16.5,-13.90000057,-3.100000143,7.599999905,12.60000038,12.40000057,3.799999952,-6,-19.39999962,-31.30000114,6.599999905,6.599999905,22.89999962,33,23.10000038,16.5,16.60000038,20.89999962,3.900000095,114,-11.60000018,46.0000019,-26.5,35.30000019,10.86666695,79,9.80000019,160.7000008,-13.30000011,18.19999981,-11.76666718,17.50000072,-9.583333294,175.2000003,1.190885764,1.176666673,-2.535177817,0.748485739,0.52915657,0.321361498
2015,-28.60000038,-28.89999962,-26.30000114,-15.40000057,-3.5,10.10000038,13.80000019,8.600000381,3.700000048,7.700000286,7.300000191,2.100000143,5.900000095,9,17.30000114,35.90000153,37.5,14.69999981,-15.40000057,-3.5,10.10000038,13.80000019,8.600000381,3.700000048,-8.900000572,-23.80000114,-33.5,5.900000095,9,17.30000114,35.90000153,37.5,14.69999981,10.60000038,21.20000076,6.700000286,115,-7.199999889,54,-29.60000038,18.90000057,10.83333365,90.70000267,10.86666695,79,-15.06666724,17.00000024,-13.30000011,18.19999981,-11.05833354,175.9000046,1.200469479,0.630000019,-2.408999043,-2.535177817,0.51070014,0.52915657
